Date,Disease,Age Group,Admissions
2020-03-02,Infections,51-65,8
2020-03-02,Diabetes,0-18,29
2020-03-03,Pneumonia,0-18,5
2020-03-03,Diabetes,nan,29
2020-03-03,Pneumonia,66+,14
2020-03-03,Diabetes,0-18,27
2020-03-03,Infections,19-35,9
2020-03-03,Infections,19-35,11
2020-03-03,Flu,0-18,1
2020-03-03,Cardiac Issues,36-50,4
2020-03-03,Pneumonia,51-65,2
2020-03-03,Cardiac Issues,nan,11
2020-03-04,Diabetes,66+,29
2020-03-04,Pneumonia,51-65,1
2020-03-04,Pneumonia,nan,2
2020-03-04,Infections,36-50,14
2020-03-04,Pneumonia,nan,14
2020-03-04,Cardiac Issues,51-65,14
2020-03-04,Flu,66+,3
2020-03-04,Pneumonia,36-50,2
2020-03-04,Cardiac Issues,19-35,14
2020-03-04,Diabetes,19-35,19
2020-03-04,Flu,19-35,9
2020-03-04,Infections,nan,1
2020-03-04,Diabetes,nan,10
2020-03-04,Infections,51-65,3
2020-03-04,Cardiac Issues,0-18,6
2020-03-04,Flu,66+,5
2020-03-04,Pneumonia,66+,2
2020-03-04,Diabetes,0-18,24
2020-03-04,Diabetes,66+,21
2020-03-05,Infections,nan,4
2020-03-05,Pneumonia,66+,12
2020-03-05,Infections,36-50,14
2020-03-05,Pneumonia,51-65,7
2020-03-05,Cardiac Issues,36-50,5
2020-03-05,Cardiac Issues,19-35,10
2020-03-05,Flu,19-35,14
2020-03-05,Cardiac Issues,19-35,13
2020-03-05,Flu,36-50,9
2020-03-05,Cardiac Issues,66+,9
2020-03-05,Diabetes,nan,23
2020-03-05,Cardiac Issues,51-65,1
2020-03-05,Diabetes,51-65,16
2020-03-05,Flu,66+,7
2020-03-05,Diabetes,51-65,29
2020-03-05,Diabetes,51-65,15
2020-03-06,Pneumonia,66+,4
2020-03-06,Infections,36-50,7
2020-03-06,Cardiac Issues,51-65,6
2020-03-06,Infections,66+,6
2020-03-06,Infections,nan,7
2020-03-06,Pneumonia,nan,11
2020-03-06,Infections,nan,6
2020-03-06,Infections,19-35,7
2020-03-06,Pneumonia,66+,1
2020-03-06,Infections,66+,10
2020-03-06,Pneumonia,66+,5
2020-03-07,Pneumonia,66+,13
2020-03-07,Diabetes,0-18,12
2020-03-07,Flu,51-65,11
2020-03-07,Infections,51-65,7
2020-03-07,Infections,19-35,14
2020-03-07,Diabetes,19-35,29
2020-03-07,Diabetes,19-35,17
2020-03-07,Cardiac Issues,0-18,13
2020-03-07,Diabetes,66+,15
2020-03-08,Infections,19-35,13
2020-03-08,Flu,0-18,1
2020-03-08,Flu,0-18,1
2020-03-08,Pneumonia,51-65,13
2020-03-08,Flu,19-35,2
2020-03-08,Pneumonia,51-65,8
2020-03-08,Infections,51-65,11
2020-03-08,Pneumonia,36-50,6
2020-03-08,Flu,0-18,12
2020-03-08,Infections,36-50,5
2020-03-08,Diabetes,0-18,14
2020-03-08,Infections,0-18,7
2020-03-08,Cardiac Issues,0-18,13
2020-03-08,Cardiac Issues,36-50,8
2020-03-09,Infections,51-65,5
2020-03-09,Pneumonia,nan,4
2020-03-09,Cardiac Issues,51-65,3
2020-03-09,Cardiac Issues,51-65,3
2020-03-09,Cardiac Issues,19-35,5
2020-03-10,Pneumonia,nan,12
2020-03-10,Flu,0-18,9
2020-03-10,Pneumonia,19-35,3
2020-03-10,Flu,51-65,14
2020-03-10,Diabetes,nan,18
2020-03-10,Flu,0-18,10
2020-03-10,Pneumonia,19-35,5
2020-03-10,Diabetes,51-65,17
2020-03-10,Pneumonia,nan,13
2020-03-11,Diabetes,19-35,20
2020-03-11,Pneumonia,0-18,8
2020-03-11,Pneumonia,0-18,9
2020-03-11,Cardiac Issues,nan,12
2020-03-11,Pneumonia,0-18,2
2020-03-11,Diabetes,nan,29
2020-03-11,Infections,51-65,3
2020-03-11,Flu,66+,3
2020-03-11,Pneumonia,nan,7
2020-03-12,Flu,51-65,9
2020-03-12,Pneumonia,66+,13
2020-03-12,Infections,nan,8
2020-03-12,Diabetes,36-50,20
2020-03-12,Flu,nan,12
2020-03-12,Infections,66+,2
2020-03-12,Pneumonia,66+,5
2020-03-12,Diabetes,36-50,27
2020-03-12,Cardiac Issues,51-65,13
2020-03-12,Cardiac Issues,66+,13
2020-03-12,Flu,36-50,6
2020-03-13,Infections,nan,7
2020-03-13,Diabetes,0-18,14
2020-03-13,Pneumonia,19-35,8
2020-03-13,Flu,51-65,5
2020-03-13,Cardiac Issues,0-18,4
2020-03-13,Cardiac Issues,19-35,2
2020-03-13,Cardiac Issues,0-18,10
2020-03-14,Cardiac Issues,36-50,2
2020-03-14,Flu,66+,9
2020-03-14,Diabetes,51-65,19
2020-03-14,Pneumonia,19-35,6
2020-03-14,Diabetes,0-18,23
2020-03-14,Flu,19-35,5
2020-03-14,Flu,51-65,11
2020-03-14,Cardiac Issues,nan,8
2020-03-14,Cardiac Issues,66+,10
2020-03-15,Infections,51-65,4
2020-03-15,Pneumonia,nan,3
2020-03-15,Pneumonia,66+,6
2020-03-15,Infections,nan,8
2020-03-15,Infections,19-35,6
2020-03-15,Diabetes,51-65,22
2020-03-15,Diabetes,0-18,16
2020-03-15,Diabetes,66+,23
2020-03-16,Infections,19-35,7
2020-03-16,Diabetes,51-65,11
2020-03-16,Pneumonia,36-50,12
2020-03-16,Diabetes,36-50,26
2020-03-16,Cardiac Issues,nan,8
2020-03-16,Infections,51-65,14
2020-03-16,Pneumonia,nan,5
2020-03-17,Diabetes,36-50,25
2020-03-17,Infections,51-65,14
2020-03-17,Flu,0-18,2
2020-03-17,Diabetes,0-18,24
2020-03-17,Cardiac Issues,0-18,12
2020-03-17,Infections,0-18,1
2020-03-17,Diabetes,51-65,25
2020-03-17,Cardiac Issues,nan,14
2020-03-17,Diabetes,36-50,16
2020-03-17,Flu,19-35,5
2020-03-17,Flu,51-65,13
2020-03-17,Pneumonia,19-35,3
2020-03-17,Infections,36-50,1
2020-03-17,Infections,nan,1
2020-03-17,Cardiac Issues,66+,3
2020-03-17,Infections,36-50,10
2020-03-17,Cardiac Issues,nan,10
2020-03-17,Cardiac Issues,66+,13
2020-03-17,Infections,51-65,1
2020-03-18,Pneumonia,66+,4
2020-03-18,Pneumonia,51-65,14
2020-03-18,Pneumonia,36-50,1
2020-03-18,Flu,51-65,6
2020-03-18,Flu,nan,14
2020-03-18,Diabetes,51-65,29
2020-03-18,Flu,51-65,5
2020-03-18,Diabetes,19-35,16
2020-03-18,Cardiac Issues,51-65,14
2020-03-19,Pneumonia,nan,10
2020-03-19,Flu,66+,6
2020-03-19,Diabetes,0-18,22
2020-03-19,Diabetes,36-50,29
2020-03-19,Pneumonia,19-35,11
2020-03-19,Flu,66+,4
2020-03-19,Pneumonia,0-18,11
2020-03-19,Pneumonia,36-50,4
2020-03-19,Infections,19-35,10
2020-03-19,Diabetes,nan,14
2020-03-19,Pneumonia,66+,2
2020-03-19,Infections,36-50,7
2020-03-20,Infections,0-18,3
2020-03-20,Cardiac Issues,0-18,5
2020-03-20,Diabetes,0-18,18
2020-03-20,Flu,19-35,5
2020-03-20,Diabetes,19-35,16
2020-03-20,Flu,0-18,8
2020-03-20,Infections,66+,2
2020-03-20,Diabetes,19-35,20
2020-03-20,Flu,nan,1
2020-03-20,Flu,19-35,6
2020-03-20,Pneumonia,0-18,10
2020-03-20,Infections,66+,2
2020-03-20,Flu,19-35,10
2020-03-20,Pneumonia,36-50,13
2020-03-21,Diabetes,nan,19
2020-03-21,Cardiac Issues,36-50,1
2020-03-21,Infections,51-65,10
2020-03-21,Diabetes,nan,29
2020-03-21,Infections,nan,4
2020-03-21,Diabetes,nan,18
2020-03-21,Pneumonia,51-65,10
2020-03-21,Flu,19-35,9
2020-03-21,Cardiac Issues,51-65,1
2020-03-21,Pneumonia,51-65,3
2020-03-21,Diabetes,0-18,27
2020-03-22,Cardiac Issues,66+,3
2020-03-22,Cardiac Issues,51-65,10
2020-03-22,Diabetes,51-65,18
2020-03-22,Diabetes,66+,17
2020-03-22,Flu,nan,8
2020-03-22,Pneumonia,19-35,12
2020-03-22,Diabetes,nan,21
2020-03-22,Pneumonia,36-50,13
2020-03-22,Cardiac Issues,36-50,2
2020-03-22,Cardiac Issues,nan,1
2020-03-22,Diabetes,0-18,17
2020-03-22,Infections,51-65,11
2020-03-22,Infections,51-65,14
2020-03-22,Cardiac Issues,0-18,12
2020-03-22,Cardiac Issues,nan,7
2020-03-23,Infections,66+,5
2020-03-23,Infections,19-35,4
2020-03-23,Diabetes,nan,14
2020-03-23,Flu,36-50,1
2020-03-23,Diabetes,0-18,29
2020-03-24,Pneumonia,nan,14
2020-03-24,Infections,36-50,13
2020-03-24,Diabetes,66+,18
2020-03-24,Diabetes,nan,27
2020-03-24,Cardiac Issues,51-65,12
2020-03-24,Flu,36-50,2
2020-03-25,Diabetes,51-65,18
2020-03-25,Infections,19-35,6
2020-03-25,Cardiac Issues,51-65,12
2020-03-25,Pneumonia,66+,12
2020-03-25,Pneumonia,nan,1
2020-03-25,Infections,36-50,4
2020-03-25,Pneumonia,0-18,3
2020-03-25,Pneumonia,19-35,11
2020-03-25,Flu,nan,1
2020-03-25,Infections,51-65,11
2020-03-25,Cardiac Issues,36-50,1
2020-03-25,Diabetes,66+,25
2020-03-25,Pneumonia,19-35,3
2020-03-25,Diabetes,nan,18
2020-03-25,Diabetes,51-65,10
2020-03-25,Cardiac Issues,51-65,10
2020-03-25,Flu,nan,5
2020-03-25,Cardiac Issues,0-18,5
2020-03-25,Infections,nan,4
2020-03-26,Diabetes,51-65,26
2020-03-26,Flu,36-50,12
2020-03-26,Infections,19-35,3
2020-03-26,Flu,nan,11
2020-03-26,Cardiac Issues,36-50,11
2020-03-26,Pneumonia,nan,6
2020-03-26,Diabetes,66+,17
2020-03-26,Cardiac Issues,36-50,14
2020-03-26,Cardiac Issues,51-65,1
2020-03-26,Flu,nan,10
2020-03-26,Flu,36-50,14
2020-03-26,Cardiac Issues,36-50,10
2020-03-26,Cardiac Issues,0-18,12
2020-03-26,Diabetes,66+,16
2020-03-26,Flu,36-50,12
2020-03-26,Flu,51-65,3
2020-03-26,Diabetes,nan,15
2020-03-26,Infections,66+,4
2020-03-27,Flu,nan,9
2020-03-27,Flu,51-65,9
2020-03-27,Cardiac Issues,66+,3
2020-03-27,Flu,36-50,14
2020-03-27,Flu,51-65,11
2020-03-27,Diabetes,51-65,17
2020-03-27,Pneumonia,0-18,13
2020-03-27,Flu,66+,14
2020-03-27,Flu,nan,12
2020-03-27,Cardiac Issues,36-50,14
2020-03-27,Pneumonia,66+,5
2020-03-27,Infections,51-65,5
2020-03-28,Diabetes,0-18,18
2020-03-28,Infections,0-18,4
2020-03-28,Cardiac Issues,0-18,2
2020-03-28,Flu,66+,7
2020-03-28,Diabetes,nan,21
2020-03-28,Flu,36-50,10
2020-03-28,Diabetes,66+,17
2020-03-29,Cardiac Issues,nan,4
2020-03-29,Flu,66+,3
2020-03-29,Diabetes,51-65,13
2020-03-29,Diabetes,66+,12
2020-03-29,Diabetes,19-35,11
2020-03-29,Cardiac Issues,0-18,1
2020-03-29,Flu,19-35,1
2020-03-29,Infections,51-65,6
2020-03-29,Pneumonia,36-50,8
2020-03-30,Diabetes,19-35,10
2020-03-30,Flu,66+,13
2020-03-30,Flu,36-50,8
2020-03-30,Cardiac Issues,66+,4
2020-03-30,Flu,66+,13
2020-03-30,Flu,nan,1
2020-03-30,Cardiac Issues,51-65,12
2020-03-31,Pneumonia,66+,5
2020-03-31,Flu,nan,10
2020-03-31,Cardiac Issues,nan,14
2020-03-31,Flu,0-18,8
2020-03-31,Infections,0-18,9
2020-04-01,Infections,36-50,11
2020-04-01,Flu,66+,11
2020-04-01,Cardiac Issues,36-50,13
2020-04-01,Infections,0-18,8
2020-04-01,Diabetes,36-50,21
2020-04-02,Infections,66+,13
2020-04-02,Diabetes,66+,25
2020-04-02,Flu,66+,10
2020-04-02,Diabetes,19-35,14
2020-04-02,Flu,36-50,14
2020-04-02,Infections,0-18,4
2020-04-02,Pneumonia,19-35,2
2020-04-02,Diabetes,nan,10
2020-04-02,Diabetes,19-35,14
2020-04-02,Cardiac Issues,51-65,8
2020-04-02,Diabetes,0-18,10
2020-04-02,Diabetes,19-35,28
2020-04-03,Flu,19-35,13
2020-04-03,Flu,19-35,2
2020-04-03,Cardiac Issues,36-50,13
2020-04-03,Pneumonia,nan,2
2020-04-03,Cardiac Issues,nan,9
2020-04-03,Flu,51-65,3
2020-04-03,Diabetes,nan,11
2020-04-03,Infections,nan,3
2020-04-03,Pneumonia,0-18,9
2020-04-03,Diabetes,36-50,20
2020-04-03,Flu,66+,10
2020-04-03,Infections,66+,14
2020-04-03,Flu,0-18,7
2020-04-03,Flu,nan,12
2020-04-03,Infections,nan,11
2020-04-03,Pneumonia,51-65,3
2020-04-03,Infections,0-18,5
2020-04-03,Pneumonia,nan,12
2020-04-03,Diabetes,19-35,12
2020-04-04,Diabetes,51-65,24
2020-04-04,Flu,36-50,10
2020-04-04,Cardiac Issues,0-18,6
2020-04-04,Diabetes,51-65,10
2020-04-04,Pneumonia,51-65,5
2020-04-04,Diabetes,66+,10
2020-04-04,Flu,51-65,3
2020-04-05,Pneumonia,51-65,2
2020-04-05,Diabetes,36-50,20
2020-04-05,Cardiac Issues,nan,11
2020-04-05,Flu,0-18,6
2020-04-05,Infections,19-35,4
2020-04-05,Diabetes,nan,10
2020-04-05,Diabetes,0-18,22
2020-04-05,Pneumonia,66+,14
2020-04-05,Cardiac Issues,36-50,11
2020-04-05,Infections,51-65,10
2020-04-05,Cardiac Issues,nan,6
2020-04-05,Cardiac Issues,36-50,10
2020-04-05,Cardiac Issues,19-35,6
2020-04-05,Cardiac Issues,66+,5
2020-04-05,Pneumonia,66+,10
2020-04-05,Infections,66+,10
2020-04-05,Diabetes,66+,12
2020-04-06,Diabetes,19-35,18
2020-04-06,Flu,66+,13
2020-04-06,Cardiac Issues,nan,4
2020-04-06,Flu,66+,6
2020-04-06,Diabetes,66+,14
2020-04-06,Flu,0-18,13
2020-04-06,Pneumonia,66+,6
2020-04-06,Infections,36-50,7
2020-04-06,Cardiac Issues,36-50,10
2020-04-06,Pneumonia,66+,3
2020-04-06,Pneumonia,0-18,5
2020-04-07,Diabetes,66+,21
2020-04-07,Cardiac Issues,51-65,3
2020-04-07,Flu,51-65,8
2020-04-07,Infections,36-50,13
2020-04-07,Pneumonia,36-50,4
2020-04-07,Cardiac Issues,66+,1
2020-04-07,Cardiac Issues,51-65,2
2020-04-07,Flu,19-35,3
2020-04-07,Infections,66+,8
2020-04-07,Diabetes,66+,26
2020-04-07,Infections,51-65,6
2020-04-07,Cardiac Issues,36-50,5
2020-04-07,Pneumonia,36-50,6
2020-04-07,Infections,51-65,6
2020-04-07,Infections,nan,11
2020-04-07,Diabetes,66+,26
2020-04-07,Diabetes,0-18,23
2020-04-07,Pneumonia,51-65,6
2020-04-08,Cardiac Issues,36-50,10
2020-04-08,Diabetes,51-65,29
2020-04-08,Pneumonia,51-65,6
2020-04-08,Cardiac Issues,0-18,14
2020-04-08,Cardiac Issues,36-50,9
2020-04-09,Pneumonia,0-18,3
2020-04-09,Infections,nan,11
2020-04-09,Pneumonia,51-65,3
2020-04-09,Diabetes,66+,12
2020-04-09,Flu,51-65,13
2020-04-09,Flu,0-18,1
2020-04-09,Flu,36-50,6
2020-04-10,Cardiac Issues,66+,13
2020-04-10,Infections,19-35,6
2020-04-10,Infections,nan,11
2020-04-10,Cardiac Issues,nan,10
2020-04-10,Pneumonia,nan,5
2020-04-10,Diabetes,19-35,18
2020-04-10,Cardiac Issues,nan,9
2020-04-11,Cardiac Issues,36-50,2
2020-04-11,Pneumonia,0-18,8
2020-04-11,Cardiac Issues,0-18,4
2020-04-11,Flu,66+,1
2020-04-11,Infections,66+,8
2020-04-11,Infections,51-65,9
2020-04-11,Flu,51-65,3
2020-04-11,Pneumonia,0-18,2
2020-04-11,Diabetes,nan,15
2020-04-11,Cardiac Issues,36-50,8
2020-04-11,Cardiac Issues,nan,12
2020-04-11,Infections,66+,2
2020-04-11,Infections,66+,3
2020-04-11,Cardiac Issues,nan,2
2020-04-11,Flu,19-35,10
2020-04-11,Diabetes,nan,11
2020-04-11,Pneumonia,19-35,13
2020-04-11,Diabetes,19-35,16
2020-04-12,Cardiac Issues,nan,13
2020-04-12,Infections,0-18,1
2020-04-12,Flu,nan,5
2020-04-12,Infections,66+,3
2020-04-12,Infections,36-50,9
2020-04-12,Flu,nan,1
2020-04-12,Pneumonia,19-35,4
2020-04-13,Diabetes,51-65,27
2020-04-13,Pneumonia,51-65,14
2020-04-13,Diabetes,66+,24
2020-04-13,Diabetes,66+,17
2020-04-13,Pneumonia,51-65,7
2020-04-13,Pneumonia,19-35,8
2020-04-13,Pneumonia,36-50,9
2020-04-13,Diabetes,0-18,24
2020-04-13,Flu,0-18,10
2020-04-13,Infections,19-35,2
2020-04-13,Flu,19-35,8
2020-04-13,Flu,nan,5
2020-04-14,Flu,66+,12
2020-04-14,Cardiac Issues,0-18,1
2020-04-14,Cardiac Issues,36-50,9
2020-04-14,Cardiac Issues,19-35,12
2020-04-14,Diabetes,51-65,27
2020-04-14,Cardiac Issues,66+,3
2020-04-14,Flu,nan,8
2020-04-14,Diabetes,36-50,14
2020-04-14,Flu,19-35,7
2020-04-14,Pneumonia,66+,1
2020-04-14,Diabetes,36-50,19
2020-04-14,Infections,66+,11
2020-04-14,Infections,66+,1
2020-04-14,Diabetes,36-50,26
2020-04-14,Diabetes,0-18,18
2020-04-14,Infections,51-65,3
2020-04-15,Diabetes,66+,19
2020-04-15,Flu,66+,6
2020-04-15,Diabetes,0-18,12
2020-04-15,Pneumonia,nan,3
2020-04-15,Diabetes,0-18,16
2020-04-15,Flu,66+,2
2020-04-15,Infections,66+,4
2020-04-16,Pneumonia,0-18,9
2020-04-16,Cardiac Issues,nan,8
2020-04-16,Flu,51-65,13
2020-04-16,Infections,66+,2
2020-04-16,Flu,51-65,2
2020-04-16,Cardiac Issues,51-65,6
2020-04-16,Diabetes,51-65,17
2020-04-16,Flu,51-65,5
2020-04-16,Diabetes,36-50,12
2020-04-16,Infections,0-18,1
2020-04-16,Pneumonia,66+,12
2020-04-16,Infections,19-35,14
2020-04-16,Infections,66+,6
2020-04-16,Pneumonia,nan,1
2020-04-16,Diabetes,nan,19
2020-04-16,Cardiac Issues,0-18,3
2020-04-16,Flu,51-65,6
2020-04-16,Diabetes,66+,20
2020-04-16,Flu,51-65,10
2020-04-17,Pneumonia,nan,1
2020-04-17,Diabetes,51-65,25
2020-04-17,Flu,51-65,10
2020-04-17,Diabetes,36-50,19
2020-04-17,Cardiac Issues,nan,9
2020-04-17,Pneumonia,66+,6
2020-04-17,Infections,0-18,1
2020-04-17,Pneumonia,51-65,9
2020-04-17,Diabetes,36-50,13
2020-04-17,Infections,51-65,3
2020-04-17,Flu,36-50,8
2020-04-17,Flu,0-18,8
2020-04-17,Infections,nan,11
2020-04-17,Diabetes,36-50,18
2020-04-17,Infections,19-35,2
2020-04-17,Diabetes,66+,24
2020-04-18,Diabetes,19-35,13
2020-04-18,Pneumonia,0-18,7
2020-04-18,Infections,51-65,2
2020-04-18,Cardiac Issues,51-65,6
2020-04-18,Flu,0-18,11
2020-04-18,Pneumonia,51-65,7
2020-04-18,Pneumonia,0-18,10
2020-04-18,Flu,19-35,11
2020-04-18,Infections,36-50,11
2020-04-18,Infections,66+,8
2020-04-18,Diabetes,51-65,20
2020-04-18,Cardiac Issues,0-18,1
2020-04-18,Diabetes,nan,24
2020-04-18,Flu,nan,2
2020-04-18,Pneumonia,0-18,2
2020-04-18,Infections,51-65,4
2020-04-19,Cardiac Issues,nan,1
2020-04-19,Pneumonia,nan,11
2020-04-19,Pneumonia,66+,10
2020-04-19,Infections,nan,5
2020-04-19,Pneumonia,nan,10
2020-04-19,Infections,nan,3
2020-04-19,Infections,51-65,13
2020-04-19,Cardiac Issues,51-65,1
2020-04-19,Flu,36-50,13
2020-04-19,Pneumonia,36-50,12
2020-04-19,Diabetes,nan,18
2020-04-19,Diabetes,36-50,25
2020-04-19,Cardiac Issues,19-35,14
2020-04-20,Diabetes,36-50,14
2020-04-20,Flu,19-35,3
2020-04-20,Pneumonia,19-35,6
2020-04-20,Diabetes,51-65,28
2020-04-20,Infections,36-50,13
2020-04-20,Pneumonia,0-18,11
2020-04-20,Cardiac Issues,66+,2
2020-04-20,Pneumonia,66+,10
2020-04-20,Diabetes,nan,10
2020-04-20,Cardiac Issues,0-18,11
2020-04-20,Diabetes,19-35,21
2020-04-20,Flu,66+,10
2020-04-20,Diabetes,66+,19
2020-04-21,Cardiac Issues,66+,8
2020-04-21,Pneumonia,51-65,8
2020-04-21,Pneumonia,36-50,6
2020-04-21,Infections,36-50,9
2020-04-21,Infections,36-50,12
2020-04-21,Infections,66+,10
2020-04-21,Diabetes,0-18,11
2020-04-21,Cardiac Issues,0-18,9
2020-04-21,Infections,0-18,3
2020-04-21,Diabetes,51-65,12
2020-04-21,Cardiac Issues,0-18,7
2020-04-21,Cardiac Issues,19-35,14
2020-04-21,Flu,19-35,13
2020-04-21,Diabetes,66+,29
2020-04-21,Infections,36-50,2
2020-04-21,Diabetes,0-18,27
2020-04-21,Flu,19-35,10
2020-04-21,Infections,51-65,4
2020-04-21,Pneumonia,36-50,11
2020-04-22,Flu,66+,10
2020-04-22,Flu,0-18,6
2020-04-22,Pneumonia,66+,9
2020-04-22,Infections,51-65,5
2020-04-22,Cardiac Issues,36-50,5
2020-04-22,Cardiac Issues,51-65,10
2020-04-22,Cardiac Issues,36-50,13
2020-04-22,Diabetes,19-35,17
2020-04-22,Infections,66+,14
2020-04-22,Diabetes,19-35,29
2020-04-22,Pneumonia,51-65,13
2020-04-22,Infections,0-18,3
2020-04-22,Diabetes,nan,13
2020-04-23,Cardiac Issues,66+,1
2020-04-23,Cardiac Issues,36-50,8
2020-04-23,Infections,51-65,2
2020-04-23,Infections,19-35,4
2020-04-23,Cardiac Issues,19-35,9
2020-04-23,Flu,66+,8
2020-04-23,Diabetes,66+,14
2020-04-23,Infections,nan,9
2020-04-23,Flu,66+,9
2020-04-23,Diabetes,nan,15
2020-04-23,Infections,0-18,10
2020-04-23,Infections,66+,4
2020-04-23,Cardiac Issues,36-50,6
2020-04-23,Diabetes,51-65,21
2020-04-24,Cardiac Issues,51-65,9
2020-04-24,Infections,66+,7
2020-04-24,Pneumonia,19-35,14
2020-04-24,Infections,0-18,11
2020-04-24,Cardiac Issues,nan,9
2020-04-24,Cardiac Issues,nan,4
2020-04-24,Infections,nan,5
2020-04-24,Flu,36-50,7
2020-04-24,Pneumonia,19-35,11
2020-04-24,Pneumonia,nan,9
2020-04-25,Cardiac Issues,19-35,6
2020-04-25,Flu,0-18,4
2020-04-25,Diabetes,0-18,14
2020-04-25,Flu,0-18,9
2020-04-25,Cardiac Issues,51-65,1
2020-04-26,Pneumonia,36-50,6
2020-04-26,Flu,19-35,7
2020-04-26,Infections,nan,9
2020-04-26,Flu,19-35,11
2020-04-26,Flu,66+,9
2020-04-26,Infections,nan,6
2020-04-26,Diabetes,51-65,12
2020-04-26,Flu,0-18,12
2020-04-26,Infections,0-18,1
2020-04-26,Cardiac Issues,19-35,4
2020-04-26,Diabetes,19-35,26
2020-04-26,Cardiac Issues,36-50,4
2020-04-26,Cardiac Issues,nan,10
2020-04-27,Pneumonia,66+,7
2020-04-27,Diabetes,36-50,28
2020-04-27,Flu,0-18,1
2020-04-27,Cardiac Issues,66+,1
2020-04-27,Infections,36-50,6
2020-04-28,Infections,nan,3
2020-04-28,Cardiac Issues,51-65,11
2020-04-28,Cardiac Issues,19-35,9
2020-04-28,Diabetes,51-65,21
2020-04-28,Pneumonia,nan,3
2020-04-28,Flu,66+,8
2020-04-28,Cardiac Issues,19-35,7
2020-04-28,Cardiac Issues,36-50,2
2020-04-28,Diabetes,51-65,10
2020-04-28,Flu,51-65,14
2020-04-28,Infections,36-50,5
2020-04-28,Cardiac Issues,51-65,1
2020-04-29,Flu,66+,9
2020-04-29,Diabetes,nan,14
2020-04-29,Cardiac Issues,0-18,14
2020-04-29,Pneumonia,0-18,3
2020-04-29,Infections,36-50,2
2020-04-29,Diabetes,0-18,22
2020-04-29,Diabetes,nan,16
2020-04-29,Cardiac Issues,nan,13
2020-04-29,Diabetes,66+,27
2020-04-29,Pneumonia,0-18,9
2020-04-30,Pneumonia,nan,13
2020-04-30,Pneumonia,0-18,2
2020-04-30,Pneumonia,66+,12
2020-04-30,Flu,66+,2
2020-04-30,Pneumonia,51-65,9
2020-04-30,Flu,36-50,1
2020-04-30,Diabetes,36-50,12
2020-04-30,Pneumonia,19-35,9
2020-04-30,Cardiac Issues,19-35,12
2020-04-30,Pneumonia,nan,6
2020-04-30,Pneumonia,36-50,7
2020-04-30,Cardiac Issues,66+,6
2020-05-01,Cardiac Issues,0-18,6
2020-05-01,Diabetes,51-65,28
2020-05-01,Diabetes,36-50,24
2020-05-01,Pneumonia,nan,5
2020-05-01,Pneumonia,nan,3
2020-05-01,Cardiac Issues,19-35,9
2020-05-01,Flu,nan,9
2020-05-01,Cardiac Issues,51-65,11
2020-05-02,Pneumonia,66+,4
2020-05-02,Flu,36-50,10
2020-05-02,Flu,19-35,5
2020-05-02,Cardiac Issues,nan,3
2020-05-02,Infections,36-50,8
2020-05-02,Diabetes,19-35,22
2020-05-02,Diabetes,0-18,26
2020-05-02,Infections,51-65,7
2020-05-02,Flu,0-18,4
2020-05-02,Cardiac Issues,0-18,10
2020-05-02,Diabetes,0-18,22
2020-05-02,Pneumonia,nan,6
2020-05-02,Flu,19-35,2
2020-05-02,Cardiac Issues,nan,2
2020-05-02,Cardiac Issues,51-65,11
2020-05-02,Infections,0-18,12
2020-05-03,Diabetes,66+,18
2020-05-03,Cardiac Issues,19-35,3
2020-05-03,Diabetes,0-18,20
2020-05-03,Flu,0-18,10
2020-05-03,Pneumonia,51-65,13
2020-05-03,Flu,66+,7
2020-05-03,Diabetes,0-18,23
2020-05-03,Infections,36-50,2
2020-05-03,Cardiac Issues,66+,2
2020-05-03,Cardiac Issues,nan,10
2020-05-03,Flu,36-50,2
2020-05-03,Pneumonia,19-35,6
2020-05-03,Cardiac Issues,51-65,11
2020-05-03,Infections,nan,3
2020-05-03,Pneumonia,nan,1
2020-05-03,Cardiac Issues,nan,8
2020-05-03,Cardiac Issues,nan,10
2020-05-03,Flu,0-18,13
2020-05-03,Cardiac Issues,0-18,7
2020-05-04,Diabetes,51-65,10
2020-05-04,Infections,0-18,2
2020-05-04,Cardiac Issues,66+,2
2020-05-04,Infections,19-35,11
2020-05-04,Cardiac Issues,51-65,6
2020-05-05,Diabetes,19-35,20
2020-05-05,Infections,51-65,2
2020-05-05,Pneumonia,nan,11
2020-05-05,Pneumonia,0-18,13
2020-05-05,Diabetes,nan,16
2020-05-05,Infections,36-50,6
2020-05-05,Diabetes,51-65,24
2020-05-05,Flu,36-50,14
2020-05-05,Pneumonia,0-18,1
2020-05-05,Infections,66+,5
2020-05-05,Flu,19-35,12
2020-05-05,Infections,19-35,7
2020-05-05,Cardiac Issues,66+,4
2020-05-05,Cardiac Issues,36-50,4
2020-05-06,Flu,51-65,12
2020-05-06,Diabetes,36-50,19
2020-05-06,Flu,66+,13
2020-05-06,Pneumonia,51-65,8
2020-05-06,Flu,66+,7
2020-05-06,Infections,51-65,14
2020-05-06,Pneumonia,0-18,10
2020-05-06,Pneumonia,0-18,1
2020-05-06,Infections,66+,9
2020-05-07,Cardiac Issues,66+,3
2020-05-07,Flu,nan,5
2020-05-07,Pneumonia,0-18,12
2020-05-07,Cardiac Issues,nan,9
2020-05-07,Flu,66+,5
2020-05-07,Infections,nan,4
